id,severity,category,file,line,summary,evidence,verdict,verified_severity,verify_note,source,duplicate_of,direction,remediation,phase1_classification,phase1_direction,phase1_verdict,phase1_provenance,phase1_note,phase1_applied
1475,major,pure-cascade-swallowed-template-lookup-error,lib/graph/scheduler/pure_cascade.go,104,"lookupTemplateNodeDefByType discards the transaction error (_ = sb.Transaction), so a transient DB failure returns def=nil and a claim-bearing node is silently settled terminal/success WITHOUT acquiring its claims.","pure_cascade.go:104 '_ = sb.Transaction(...)'; on any error inst/tmpl stay nil, the function returns nil, acquiresClaims(nil) returns false (pure_cascade.go:125-129), and ProcessPureCascade falls through to transitionPureCascade which stamps the run fresh and emits terminal/success — skipping the node's declared claim acquisition entirely for that dispatch. A DB blip therefore changes execution semantics instead of being retried.",CONFIRMED,major,Transaction error discarded; DB blip yields def=nil so a claim-bearing node settles terminal/success without acquiring claims.,batch5:C052,,fix-code,pure_cascade.go lookupTemplateNodeDefByType: propagate the transaction error so a claim-bearing node isn't settled terminal/success without acquiring its claims.,,,,,,
1476,major,required-stores-extraction-stale-field,lib/foundation/persistence/postgres/frames.go,113,"MarkSourceNodeStale extracts required_stores from the template-spec JSON key 'stores', but TemplateNodeDef serializes the field as 'claim_producers', so required_stores is always empty and supervisor capability routing (required_stores subset-of accepted) is bypassed for source-node runs.","postgres/frames.go:113-114 jsonb_array_elements(nd->'stores') / store->>'name' and sqlite/frames.go:174 json_each(nd.value, '$.stores') both COALESCE to empty because lib/foundation/spec/template.go:63 declares ClaimProducers []NodeClaimProducerRef yaml:""claim_producers"" json:""claim_producers"" — there is no 'stores' key in persisted specs. SelectCandidates (postgres/queue.go:157) filters d.required_stores <@ $1::text[]; an always-empty array is a subset of anything, so any supervisor claims the dispatch even when it does not host the node's claim producers. The SQL is stale residue of the store-to-claim_producer rename.",CONFIRMED,major,"Both backends extract required_stores from the renamed 'stores' JSON key (actual key claim_producers) — always empty, so supervisor capability routing is bypassed for source-node runs.",batch5:C052,,fix-code,"Extract required_stores from the 'claim_producers' key (the field TemplateNodeDef serializes), not 'stores', so source-node capability routing works.",,,,,,
1477,major,frame-heartbeat-unwired,lib/foundation/persistence/postgres/frames.go,347,"frames.RefreshProgress (the frame last_progress_at heartbeat that concept:frame says the scheduler stamps) has zero production callers, so the stuck-frame warning fires for any frame outliving its timeout regardless of actual progress.","Only caller of RefreshProgress in the tree is the conformance test (lib/foundation/persistence/conformance/frame_settlement.go:339); nothing in lib/graph/scheduler, lib/graph/frame, or lib/runtime invokes it. concept frame.md:37 states the frame row takes 'the scheduler refreshing the last-progress timestamp as runs progress inside the frame' and frame.md:47 makes the timeout advisory relative to that heartbeat; ListStuckRunningFrames (postgres/frames.go:157) computes f.last_progress_at + frame_timeout_ms < now() against a timestamp that is never bumped after frame open. Code side is stale — the heartbeat write exists but was never wired into the tick/settle paths.",REFUTED,minor,"The heartbeat IS wired: nodes.UpdateState bumps rimsky_frames.last_progress_at on every run state transition (postgres/nodes.go:349, sqlite/nodes.go:370); only residue is that the dedicated RefreshProgress method has no production caller — dead-code cleanup at most.",batch5:C052,,,,,,,,,
1478,major,park-timeout-signal-not-emitted,lib/runtime/sweep_parked.go,173,"The parked-node watchdog exit settles the run failed with settling signal 'terminal/error/park_timeout' but never emits that terminal signal into the cascade walk, so subscribers to terminal/error/* never fire on park timeout.","failOverdueParkedRow (sweep_parked.go:173-202) does UpdateState(failed), MarkDrainedBySender, and Events().Append(KindParkTimeout) — no emitSignalInTx/emitSignalInTxWithFilter call, unlike every other failure settle (runner_error_policy.go emits terminal/error signals at give-up). parked-state.md:43 invariant: 'Parked nodes emit park-family terminal signals; subscribers decide whether to react.' Code side is stale/incomplete: an error-class subscriber declared on the parked node's terminal/error/park_timeout is silently never walked.",CONFIRMED,major,failOverdueParkedRow stamps the settling signal type and appends the event but never calls emitSignalInTx* — park-timeout terminal/error subscribers are never walked.,batch5:C052,,fix-code,Emit the terminal/error/park_timeout settling signal into the cascade walk from the parked-node watchdog so terminal/error/* subscribers fire.,,,,,,
1479,minor,tick-error-policy-asymmetry,lib/graph/scheduler/scheduler.go,148,"SweepExecutorDeadlines and SweepOrphanedClaimHandles errors abort the entire tick (return err) while every other sweep warns-and-continues, so a persistently failing deadline sweep starves frame open/end and message delivery platform-wide.","scheduler.go:148-149 and :153-159 return err versus :168, :178, :188, :198, :215, :229, :239, :245, :280 which all log.Warn and continue; frame.RunTick at :238 and SweepDeliverMessagesForRunningFrames at :244 run after the early returns, so one poisoned row in the deadline sweep halts frame processing on every subsequent tick.",unverified,,,batch5:C052,,,,,,,,,
1480,minor,nil-clock-panic-path,lib/graph/scheduler/scheduler.go,220,"The orphan-blob sweep dereferences cfg.Clock without a nil guard while every other tick section guards Clock, and Start() defaults TickInterval/Logger but not Clock; ProcessPureCascade's enqueueNativeClaimOnly (args.Clock.Now()) has the same latent panic.","scheduler.go:220 now := cfg.Clock.Now() inside if cfg.BlobBackend != nil && cfg.BlobOrphans != nil with no cfg.Clock != nil check, contrast :163-166, :172-176, :183-186, :193-196, :250-253; pure_cascade.go:95 EnqueuedAt: args.Clock.Now(). The repeated four-line now-resolution idiom is also copy-pasted five times in tick().",unverified,,,batch5:C052,,,,,,,,,
1481,minor,stuck-frame-warning-drift,lib/graph/frame/engine.go,153,"runWarnStuckFrames re-warns every tick and only writes a slog line, while concept:frame says the scheduler 'emits a single stuck-frame warning event' — neither single-shot nor an event-log event.",engine.go:153-173 lists stuck frames each RunTick and logger.Warn's each one with no dedup marker and no Events().Append; frame.md:47 'the scheduler emits a single stuck-frame warning event and takes no destructive action'. Code side drifts on both 'single' and 'event'.,unverified,,,batch5:C052,,,,,,,,,
1482,minor,competing-settle-paths-executor-empty-runs,lib/graph/scheduler/pure_cascade.go,66,"SelectCandidates accepts executor_name IS NULL rows, so the supervisor dispatch path and the scheduler's transitionPureCascade race to settle the same executor-empty run; the state machine makes the race lose-safely but produces recurring spurious 'state transition + cascade failed' warnings and duplicates the settle logic in two layers.","postgres/queue.go:166 OR d.executor_name IS NULL admits pure-cascade rows to supervisor candidate selection, and runner_dispatch.go:104-113 completes Executor=="""" dispatches natively; meanwhile ProcessPureCascade snapshot-reads ready rows in one tx (pure_cascade.go:33-39) and transitions in later txs (:68-79), so a row settled by the supervisor in between causes UpdateState's NextState check to error and log.Warn every occurrence (pure_cascade.go:80-82). Additionally transitionPureCascade's RemoveForNodeInTx with empty claimant (pure_cascade.go:73, postgres/queue.go:318-327) strips claimed_by from ANY supervisor's mid-acquisition claim on sibling rows, bypassing the claimant guard.",unverified,,,batch5:C052,,,,,,,,,
1483,minor,vacuous-test,lib/graph/scheduler/scheduler_test.go,182,"TestScheduler_ReadySweep_EnqueuesExecutorNodes asserts COUNT(*)==1 on a run row that the fixture itself inserted before tick(), so the test passes even if tick() is a no-op and its name describes behavior the tick no longer has.","createNode (scheduler_test.go:108-114) inserts the node_run row directly; the test then runs tick and asserts exactly 1 run row exists (:192-196) — that row is the fixture's. Nothing in the current tick enqueues runs for executor nodes (RecalculateNode only runs on message receipt), so the assertion has no discriminating power over the sweep it claims to test.",unverified,,,batch5:C052,,,,,,,,,
1484,minor,dead-code-graph-shared,lib/graph/shared/types.go,34,"AccessKind (+4 constants), MessageType (+invalidate/recalculate constants), RenderResourcePath, and the Severity re-exports have zero consumers anywhere in the workspace; the package's only live symbols are Backoff/Jitter aliases used exclusively by test files.","Workspace-wide grep finds lib/graph/shared imported only by lib/graph/node/backoff_test.go, lib/graph/node/policy_test.go, test/scenarios/give_up_test.go, test/scenarios/node_admin_e2e_test.go, all using only BackoffExponential/BackoffLinear/JitterNone/JitterPlusMinus — themselves pure aliases of lib/foundation/spec. Per rules.md pre-v1 rule the unused kinds/constants/function are residue.",unverified,,,batch5:C052,,,,,,,,,
1485,minor,dry-node-def-lookup,lib/graph/scheduler/pure_cascade.go,117,"lookupTemplateNodeDefByType's scan-Nodes-by-Type loop semantically duplicates runtime's lookupNodeDef, violating strict DRY for logic that must change together.",pure_cascade.go:117-122 iterates tmpl.Spec.Nodes matching .Type == nodeType; lib/runtime/runner_locks.go:268-278 lookupNodeDef performs the identical match. Plumbline cheatsheet: 'semantically identical logic lives in ONE place'.,unverified,,,batch5:C052,,,,,,,,,
1486,minor,claimspec-lifetime-not-on-wire,lib/protocols/claimproducer/types.go,60,"ClaimSpec.Lifetime is part of the implementer-facing Go contract (ClaimProducer.Open receives it in-process) but has no OpenRequest proto field and is dropped by OpenRequestFromSpec, so gRPC producers can never observe a field the Go interface implies they get.","types.go:50-61 declares Lifetime on ClaimSpec (the type passed to ClaimProducer.Open, claimproducer.go:14); claim_producer.proto OpenRequest (fields 1-8, proto lines 147-159) has no lifetime; lib/protocols/serverkit/claimproducer_convert.go:42-53 OpenRequestFromSpec omits it. Either the field belongs on a rimsky-internal spec type or the wire shape should carry it — the current split makes the protocols-module contract asymmetric between in-process and wire implementers.",unverified,,,batch5:C052,,,,,,,,,
1487,nit,stale-spec-path-in-proto-comment,lib/protocols/proto/v1/claim_producer.proto,6,"The proto header cites 'docs/specs/2026-05-04-service-protocol-contract.md' (and sections of it), but no docs/ tree exists in this repo, so the contract pointer is dead.",ls docs fails at repo root; CLAUDE.md states 'Public docs — not part of this repo. This tree carries no docs sources.' The comment is stale residue from before the docs split.,unverified,,,batch5:C052,,,,,,,,,
1488,nit,residue-files,lib/protocols/claimproducer/doc.go,5,"doc.go contains only the license header and package clause (no documentation), and the package also retains a .gitkeep despite holding four Go files — both are residue.","lib/protocols/claimproducer/doc.go is 5 lines with no content beyond package claimproducer; lib/protocols/claimproducer/.gitkeep coexists with claimproducer.go, types.go, errors.go, doc.go.",unverified,,,batch5:C052,,,,,,,,,
1489,nit,import-keeping-residue,lib/graph/scheduler/scheduler_test.go,425,var _ = sync.Mutex{} at file end exists only to keep the otherwise-unused sync import alive — dead residue.,scheduler_test.go:425 var _ = sync.Mutex{}; no other sync usage in the file. Delete both the var and the import.,unverified,,,batch5:C052,,,,,,,,,
1490,nit,misleading-name-message-delivery,lib/runtime/message_delivery.go,212,"DeliverPendingMessages (plural) delivers at most the frame's single triggering message, and SweepDeliverMessagesForRunningFrames suggests draining queued messages into running frames — both names read as violating the one-message-per-frame invariant the code actually upholds.","message_delivery.go:212-240 fetches only triggeringMessageID, checks DeliveredAt, and returns a zero-or-one-element slice; message.md:28 'One message per frame.' Behavior is correct; the names carry the wrong load-bearing claim.",unverified,,,batch5:C052,,,,,,,,,
1491,major,pause-fails-open-on-transient-db-error,lib/runtime/breakpoint_eval.go,213,"waitForResume aborts the paused wait on a single transient DB poll failure, and the before_dispatch caller fails open, so one DB hiccup breaks an operator-engineered pause and silently discards any resume overlay.","waitForResume returns &BreakpointInfraError{Phase: ""wait_resume""} on the first failed Get (breakpoint_eval.go:217-218) with no retry, and evaluateBeforeDispatchBreakpoints (runner_dispatch.go:452-462) catches BreakpointInfraError and dispatches with pre-breakpoint bag. The unresumed hit row is left dangling: a later operator resume returns first_resume=true and persists an overlay that can never affect the already-departed dispatch, violating the breakpoint concept's pause-mode contract (code side).",CONFIRMED,major,"waitForResume returns BreakpointInfraError on first failed Get with no retry; the before_dispatch caller fails open and the unresumed hit's later overlay is dead — concept blesses only missing-row auto-resume, not error fail-open.",batch6:C057,,fix-code,Make waitForResume tolerate transient poll failures (retry/backoff) and the before_dispatch caller fail closed rather than discard the resume overlay.,,,,,,
1492,major,notify-only-blocks-on-auto-resume-ttl-overflow,lib/runtime/breakpoint_eval.go,187,"handleOverflow blocks the runner for OverflowAutoResumeAfterTTL identically to block_dispatch, so a notify_only breakpoint with auto_resume_after_ttl (legal at registration) stalls dispatch for up to hit_ttl_seconds at queue cap, contradicting notify-only's documented non-blocking semantics.","breakpoint_eval.go:187 treats OverflowBlockDispatch and OverflowAutoResumeAfterTTL identically (poll-sleep until drained). concepts/breakpoint.md: 'Notify-only mode combined with a blocking overflow policy is rejected at registration', yet controlapi/breakpoints.go:446-448 only rejects notify_only+block_dispatch, and the sweeper drains hits only after TTL — at cap a notify-only breakpoint blocks the dispatcher until TTL expiry. Code side stale: either handleOverflow must not block for notify-only or registration must reject the combo.",CONFIRMED,major,"handleOverflow poll-blocks identically for block_dispatch and auto_resume_after_ttl and runs before the notify-only continue; registration rejects only notify_only+block_dispatch, so notify_only+auto_resume_after_ttl legally blocks the dispatcher at cap.",batch6:C057,,fix-code,"In handleOverflow, treat notify_only breakpoints as non-blocking on OverflowAutoResumeAfterTTL rather than blocking like block_dispatch.",,,,,,
1493,minor,stale-snapshot-after-prior-overlay,lib/runtime/breakpoint_eval.go,122,"When multiple breakpoints hit the same dispatch and an earlier pause resume applied an overlay, later breakpoints match and snapshot against the pre-overlay bag, so their snapshots misrepresent the dispatch that will actually run.","matcherInput and buildSnapshot(cc) both read cc.MergedAttributes (breakpoint_eval.go:73, 84, 122, 250) while accumulated overlays live only in result (153-156); a second hit's snapshot shows pre-overlay values, and ValidateAndPersistResume validates the operator's next overlay against that stale bag (breakpoint_resume.go:48-50).",unverified,,,batch6:C057,,,,,,,,,
1495,minor,concurrent-first-resume-race,lib/runtime/breakpoint_resume.go,31,"ValidateAndPersistResume reads the hit without row-locking, so two concurrent first resumes both report FirstResume=true while the loser's overlay is silently discarded, contradicting the resume-idempotency invariant's replay contract.","Get at breakpoint_resume.go:31 has no FOR UPDATE; both txs see ResumedAt==nil, both call Resume; the persistence Resume is guarded WHERE resumed_at IS NULL and treats 0-rows-affected as success (postgres/breakpoint_hits.go:160-181), so the losing tx also sets FirstResume=true with its overlay dropped.",unverified,,,batch6:C057,,,,,,,,,
1496,minor,phantom-defense-in-depth-claim,lib/runtime/breakpoint_resume.go,60,"The schema-absent warn log claims the overlay check is 'deferring to supervisor-side defense-in-depth', but no supervisor-side dispatch-phase validation of the resumed overlay exists.","EvaluateBreakpoints merges hit.ResumeOverlay via DeepMergeJSON with no attributes.Validate call (breakpoint_eval.go:152-157), and the only other Validate in lib/runtime is PhaseCommit at runner_terminal.go:145; grep for PhaseDispatch in lib/runtime hits only breakpoint_resume.go:56 itself.",unverified,,,batch6:C057,,,,,,,,,
1497,minor,missing-test-auto-resume-ttl-overflow,lib/runtime/breakpoint_eval_test.go,401,The overflow suite covers drop_oldest and block_dispatch but has no test for the auto_resume_after_ttl policy.,"Tests exercise OverflowDropOldest (347) and OverflowBlockDispatch (401, 529); no test constructs OverflowAutoResumeAfterTTL, so handleOverflow's branch and the sweeper-resume interaction with a blocked runner are unproven.",unverified,,,batch6:C057,,,,,,,,,
1498,nit,signal-filter-fails-open-on-nil-signal,lib/runtime/breakpoint_eval.go,88,"The signal-type filter is skipped entirely when cc.TerminalSignal is nil, so a SignalType-filtered after_terminal breakpoint would fire on every terminal instead of none if a caller ever omitted the signal.","if bp.SignalType != nil && cc.TerminalSignal != nil (88) makes a nil signal match everything; today both after_terminal callers always pass the signal, so latent defensive inversion.",unverified,,,batch6:C057,,,,,,,,,
1499,nit,unused-parameter,lib/runtime/breakpoint_resume.go,77,lookupEffectiveSchemaForHit takes a RunArgs parameter it ignores.,"func lookupEffectiveSchemaForHit(_ RunArgs, hit *persistence.BreakpointHitRow) — blank RunArgs is signature residue; the function only reads hit.Snapshot.",unverified,,,batch6:C057,,,,,,,,,
1500,nit,dead-test-scaffolding,lib/runtime/breakpoint_eval_test.go,442,TestEvaluateBreakpoints_OverflowBlockDispatchReturnsWhenDrained declares a sync.Once whose only Do call is an empty closure.,var startOnce sync.Once (442) and startOnce.Do(func() {}) (444) have no effect and no other reference.,unverified,,,batch6:C057,,,,,,,,,
1501,nit,dead-test-parameter,lib/runtime/auto_terminal_test.go,77,seedFrame accepts a sourceNodeID parameter and immediately discards it.,func seedFrame(...) followed by _ = sourceNodeID (79); every call site threads a node ID that is never used.,unverified,,,batch6:C057,,,,,,,,,
1502,critical,async-callback-restart-context-loss,lib/runtime/callback.go,315,"The persistent-registry fallback rehydrates only 5 of 12 AsyncContext fields, so a callback landing after supervisor restart settles the run with no locks, no node def, no schema, and no store registry.","lookupAsyncCtxByAck builds AsyncContext{NodeID, InstanceID, NodeRunID, SupervisorID, FrameID} only; driveTerminal then passes Locks=nil (releaseLocksInTx iterates acq.Locks, so acquired claim handles are never released and producer Release/Commit never fires — handles linger until TTL sweep), ResolvedAttributes/AttributesSchema=nil (attributes.Validate at runner_terminal.go:145 silently skipped), NodeDef=nil (subgraph entry/exit terminal handling and retry/error-policy config lost), NodeType empty (findInheritedAliasesForRun mis-resolves), StoreRegistry=nil (resolveLinkedSubClaimsInTx panics on parented sub-claims). Contrast registerAsyncIfSet (runner_dispatch.go:229-242) which carries all of these in-memory. This is the load-bearing restart path of decision:async-callback-persistent-registry.",CONFIRMED,critical,lookupAsyncCtxByAck fills 5 of 12 fields; post-restart callback settles with Locks/schema/NodeDef=nil and StoreRegistry=nil panics in resolveLinkedSubClaimsInTx for a parented sub-claim — the load-bearing restart path.,batch6:C058,,fix-code,"Rehydrate all 12 AsyncContext fields (locks, node def, schema, store registry, ...) in the persistent-registry fallback and add a callback_test exercising registry-miss -> lookupAsyncCtxByAck -> driveTerminal.",,,,,,
1503,major,async-callback-ack-outcome-race,lib/runtime/callback.go,99,"Ack outcomes are passed from driveTerminal to handleCallback via a shared map keyed by NodeRunID, so two concurrent callbacks for the same run can swap outcomes.","driveTerminal ends with recordAckOutcome(ac.NodeRunID, ...) and handleCallback later calls consumeAckOutcome(asyncCtx.NodeRunID) (496 and 255); between A's record and consume, duplicate callback B's driveTerminal can overwrite with rejected_run_terminal, so A (which applied the terminal) answers rejected and skips Queue.Complete, while B consumes the now-empty map, defaults to accepted, and Completes a callback that applied nothing.",CONFIRMED,major,"recordAckOutcome/consumeAckOutcome share a NodeRunID-keyed map with no per-request correlation and default-accepted on miss, so concurrent duplicate callbacks swap statuses (rejected answered as accepted).",batch6:C058,,fix-code,Pass each callback's ack outcome through a per-callback channel/binding instead of a shared map keyed by NodeRunID so concurrent callbacks cannot swap outcomes.,,,,,,
1505,major,async-ack-registration-best-effort,lib/runtime/runner_dispatch.go,206,"A failed RegisterAsyncAck (including an ack-id collision rejected by the unique index) is only logged and the dispatch proceeds async on the in-memory registry, after Register has already silently overwritten any colliding entry.",registerAsyncIfSet runs before the persistence tx; on tx failure the code logs 'restart-survival not in effect' and still returns async (188-219). CallbackRegistry.Register (61-65) unconditionally overwrites pending[ackID] — split-brain between registries. decision:async-callback-persistent-registry requires registration in the same transaction as the dispatch-state mutation.,CONFIRMED,major,registerAsyncIfSet overwrites pending[ackID] before the persistence tx and a RegisterAsyncAck failure (incl unique-index collision) is only logged while dispatch still returns async — violates same-transaction registration.,batch6:C058,,fix-code,Fail the dispatch when RegisterAsyncAck errors (incl. ack-id collision) and make the in-memory Register reject rather than overwrite colliding entries.,,,,,,
1506,major,breakpoint-eval-on-rejected-callback,lib/runtime/callback.go,477,"driveTerminal evaluates the after_terminal breakpoint checkpoint even when the callback was rejected as late/stale/unknown, producing phantom after_terminal hits for runs that did not settle.","setup returns skip=true for row==nil or state not in {running, held}, runApplyTerminal returns nil, and execution falls through to EvaluateBreakpoints with CheckpointAfterTerminal and TerminalSignal set (474-495); in the rejected case acq.RunScopeID is the zero UUID so the snapshot is built from a zero scope. Duplicate callbacks are expected traffic and each fires a breakpoint evaluation as though a terminal occurred.",CONFIRMED,major,"driveTerminal falls through to EvaluateBreakpoints with CheckpointAfterTerminal even when the callback was rejected (skip=true), with acq.RunScopeID zero — expected duplicate/late callbacks mint phantom after_terminal hits.",batch6:C058,,fix-code,Skip the after_terminal checkpoint in driveTerminal when the callback was rejected as late/stale/unknown so phantom after_terminal hits are not produced.,,,,,,
1507,major,recalculate-counts-drained-waitset-rows,lib/runtime/cascade_recalculate.go,104,"RecalculateNode's wait-set gate counts drained rows, making recalculate a silent no-op for any cascade-created stale run whose (fully drained) wait-set is non-empty.","pending = len(rows) from WaitSet().ListForReceiver (104-108) with no DrainedAt filter; drained rows are never deleted per concept:wait-set. Since the function only proceeds when latest.State == stale, a cascade-created stale run has a fully-drained wait-set, so pending>0 and the enqueue is skipped; only direct-to-stale runs ever reach the enqueue. Compare openWaitSetSummaryForBreakpoint (breakpoint_snapshot.go:83) which correctly skips DrainedAt != nil. The in-unit test only exercises an undrained row.",CONFIRMED,major,"RecalculateNode's wait-set gate counts drained rows (ListForReceiver has no drained_at filter, drain never deletes), so any cascade-created stale run with a fully-drained wait-set has pending>0 and recalculate silently no-ops.",batch6:C058,,fix-code,Make RecalculateNode's wait-set gate ignore fully-drained rows so a cascade-created stale run with a drained non-empty wait-set is not a silent no-op.,,,,,,
1508,major,recalculate-multi-tx-race,lib/runtime/cascade_recalculate.go,95,"The stale-state and wait-set-empty predicates are evaluated in transactions separate from the enqueue transaction, so the state can change between check and enqueue (distinct from the already-reported frame-end race).","latest.State read in tx 1 (45), in-flight run and wait-set count in tx 2 (95-110), EnqueueInTx in tx 3 (121-163); GetInFlightRunForNode is re-queried inside the enqueue tx and may return a different run than the one whose wait-set was checked. A wait-set insert or state transition between tx 2 and tx 3 lets recalculate enqueue a duplicate dispatch.",CONFIRMED,major,"state read in tx1, wait-set count in tx2, enqueue in tx3 with no per-(node,scope) uniqueness guard — a wait-set insert or state change between tx2 and tx3 yields a premature or duplicate dispatch.",batch6:C058,,fix-code,Evaluate the stale-state and wait-set-empty predicates in the same transaction as the enqueue to close the check-then-enqueue race.,,,,,,
1509,major,recalculate-drops-required-claim-producers,lib/runtime/cascade_recalculate.go,153,"The recalculate dispatch row hardcodes RequiredClaimProducers to empty, defeating supervisor capability filtering for nodes that require claim producers.","EnqueueInTx called with RequiredClaimProducers: []string{} regardless of node def, while the pure-cascade enqueue derives it via nodepkg.RequiredClaimProducers(*def) (pure_cascade.go:88-94). A supervisor lacking the node's claim producer will claim the candidate then fail at acquire instead of leaving it for a capable supervisor.",CONFIRMED,major,recalculate enqueue hardcodes RequiredClaimProducers empty while every other path derives it; SelectCandidates' subset filter then lets an incapable supervisor claim the dispatch and fail at acquire.,batch6:C058,,fix-code,Populate RequiredClaimProducers on the recalculate dispatch row so supervisor capability filtering is not defeated.,,,,,,
1510,major,in-flight-lookup-nondeterministic,lib/foundation/persistence/sqlite/queue.go,690,"GetInFlightRunForNode uses LIMIT 1 with no ORDER BY although multiple in-flight runs per (node, run-scope) coexist by design, so its consumers act on an arbitrary run.","Both drivers select id WHERE state IN (...) LIMIT 1 unordered; concept:wait-set explicitly allows multiple cascade-driven pending node-runs for the same (receiver, run-scope, frame). RecalculateNode's wait-set gate may check the wrong pending's wait-set, and findCanonicalSuccessor (callback.go:331) returns a nondeterministic canonical successor in the ack body.",CONFIRMED,major,"GetInFlightRunForNode is LIMIT 1 with no ORDER BY on both backends while concept:wait-set allows multiple coexisting pendings, so recalculate's gate and findCanonicalSuccessor act on an arbitrary run.",batch6:C058,,fix-code,Add a deterministic ORDER BY (or explicit multi-run handling) so consumers do not act on an arbitrary in-flight run.,,,,,,
1511,major,concept-doc-drift-waitset-key,.ok-planner/design/concepts/wait-set.md,11,"concept:wait-set still documents subscription scope as part of the wait-set row key, but migration 016 dropped the column; doc side stale.","wait-set.md line 11 and the Invariants section name the five-tuple; migrations 016 (both drivers) removed the column, WaitSetRow has no scope field, both Insert implementations conflict on the four columns.",CONFIRMED,major,"wait-set.md still names subscription scope in the key/PK; migration 016 dropped the column and WaitSetRow has no scope field — the four-tuple code is authoritative, the doc is stale.",batch6:C058,523,,,defect,fix-doc,CONFIRMED,transcript,Same underlying defect as row 523. Resolved by the same edit.,true
1512,major,claude-md-drift-events-array,CLAUDE.md,35,"CLAUDE.md's async-callback gotcha says the body carries 'an optional events array', but the events field was removed from AsyncCallbackBody; CLAUDE.md is the stale side.","executor.proto's AsyncCallbackBody reserves field 1 ('was: repeated NamedEvent events = 1'), decision:async-callback-outcome-oneof states 'There is no events array on the body', and parseAsyncCallback (callback.go:344) has no events handling — an events key is silently ignored.",CONFIRMED,major,CLAUDE.md says the callback body carries an optional events array but AsyncCallbackBody reserves field 1 and the decision says there is no events array — CLAUDE.md is stale and misleads integrators.,batch6:C058,,fix-doc,Remove the 'optional events array' mention from the CLAUDE.md async-callback gotcha; the events field was removed from AsyncCallbackBody.,,,,,,
1513,major,missing-test-persistent-callback-fallback,lib/runtime/callback_test.go,17,"No test anywhere exercises the callback handler's persistent-registry fallback (registry miss then lookupAsyncCtxByAck then driveTerminal), the load-bearing restart-survival path.",callback_test.go covers only the in-memory Register/Pop round trip; callback_events_test.go covers only parseAsyncCallback; the only other LookupRunByAsyncAckID coverage is a storage round-trip in conformance; no scenario test restarts the supervisor. A test driving the fallback would have caught the incomplete-rehydration bug.,CONFIRMED,major,"no test drives handleCallback's registry-miss -> lookupAsyncCtxByAck -> driveTerminal fallback, the restart-survival path; only in-memory Register/Pop and parse are covered.",batch6:C058,1502,,,,,,,,
1514,minor,park-resume-at-silently-dropped,lib/runtime/callback.go,391,"A malformed park.resume_at timestamp is silently discarded instead of rejecting the body, yielding a park with no resume time.","if pt, err := time.Parse(time.RFC3339, body.Park.ResumeAt); err == nil { ... } — the err branch falls through without a 400, inconsistent with the handler's strict rejection of malformed outcome shapes.",unverified,,,batch6:C058,,,,,,,,,
1515,minor,complete-on-request-context,lib/runtime/callback.go,264,"Queue.Complete runs on the request context after the terminal is applied, so a client disconnect cancels Complete and strands the settled run's dispatch row claimed.","c.Queue.Complete(r.Context(), ...) executes after runApplyTerminal committed; on cancellation the error is only logged, the executor's retry is rejected as late/stale, and Complete never retried.",unverified,,,batch6:C058,,,,,,,,,
1516,minor,successor-lookup-error-swallowed,lib/runtime/callback.go,326,"findCanonicalSuccessor discards transaction and query errors, silently omitting current_dispatch_id from rejection acks on transient DB failure.",_ = c.Persist.Transaction(...) and inner branches treat errors identically to absence with no log.,unverified,,,batch6:C058,,,,,,,,,
1517,minor,event-append-error-swallowed,lib/runtime/cascade_recalculate.go,72,"The recalculate message_received audit event append discards its transaction error, silently losing the forensic record.","_ = sb.Transaction(...) — no log, no propagation, unlike the logged fallback idiom used elsewhere.",unverified,,,batch6:C058,,,,,,,,,
1518,minor,fanout-recalculate-errors-swallowed,lib/runtime/runner_terminal.go,749,"fanoutRecalculate discards RecalculateNode's error per receiver, silently skipping downstream recalculation on failure.","_ = RecalculateNode(...) inside the receiver loop, and the enclosing transaction error at 744-746 also returns without logging.",unverified,,,batch6:C058,,,,,,,,,
1519,minor,when-filter-eval-error-swallowed,lib/runtime/runner_terminal.go,494,"A when-filter evaluation error is silently treated as a non-match, so a broken CEL predicate permanently suppresses its subscription edge with no signal.","ok, _ := edge.WhenExpr.Eval(sig); if !ok { continue } — an evaluation error is indistinguishable from false and never logged.",unverified,,,batch6:C058,,,,,,,,,
1520,minor,test-fixture-drainedat-dropped,lib/runtime/cascade_walker_test.go,138,"Case 3 inserts a wait-set row with DrainedAt set, but WaitSet().Insert ignores the DrainedAt field, so the test does not exercise the drained-row variant it constructs.","Both Insert implementations write only the key columns + topic_filter — WaitSetRow.DrainedAt is silently discarded, so the row lands undrained and the assertion's claim is unproven.",unverified,,,batch6:C058,,,,,,,,,
1521,minor,dead-topic-filter-branch,lib/runtime/breakpoint_snapshot.go,90,The topic_filter branch of the open-wait-set snapshot is dead: no production wait-set insert ever sets TopicFilter.,"The only writers of WaitSetRow.TopicFilter are conformance/test fixtures; the cascade walker's inserts (runner_terminal.go:527, 602) omit it because when: filters are evaluated at walk time and discarded.",unverified,,,batch6:C058,,,,,,,,,
1522,nit,dead-parameter,lib/runtime/callback.go,102,recordAckOutcome's trailing bool parameter is dead — the rejected flag computed in driveTerminal is discarded.,func signature takes _ bool and driveTerminal's rejected := false (433) is set in both rejection branches only to be ignored at the call site (496).,unverified,,,batch6:C058,,,,,,,,,
